,0,1
0,2022-12-01T00:00:00.000000000,726656.0
1,2022-12-01T01:00:00.000000000,1094336.0
2,2022-12-01T02:00:00.000000000,1316160.0
3,2022-12-01T03:00:00.000000000,1348544.0
4,2022-12-01T04:00:00.000000000,1052736.0
5,2022-12-01T05:00:00.000000000,878016.0
6,2022-12-01T06:00:00.000000000,457472.0
7,2022-12-01T07:00:00.000000000,67840.0
8,2022-12-01T08:00:00.000000000,0.0
9,2022-12-01T09:00:00.000000000,0.0
10,2022-12-01T10:00:00.000000000,0.0
11,2022-12-01T11:00:00.000000000,0.0
12,2022-12-01T12:00:00.000000000,0.0
13,2022-12-01T13:00:00.000000000,0.0
14,2022-12-01T14:00:00.000000000,0.0
15,2022-12-01T15:00:00.000000000,0.0
16,2022-12-01T16:00:00.000000000,0.0
17,2022-12-01T17:00:00.000000000,0.0
18,2022-12-01T18:00:00.000000000,0.0
19,2022-12-01T19:00:00.000000000,0.0
20,2022-12-01T20:00:00.000000000,0.0
21,2022-12-01T21:00:00.000000000,0.0
22,2022-12-01T22:00:00.000000000,9152.0
23,2022-12-01T23:00:00.000000000,291648.0
24,2022-12-02T00:00:00.000000000,716864.0
25,2022-12-02T01:00:00.000000000,1128320.0
26,2022-12-02T02:00:00.000000000,1365888.0
27,2022-12-02T03:00:00.000000000,1262976.0
28,2022-12-02T04:00:00.000000000,1147712.0
29,2022-12-02T05:00:00.000000000,847680.0
30,2022-12-02T06:00:00.000000000,468480.0
31,2022-12-02T07:00:00.000000000,75648.0
32,2022-12-02T08:00:00.000000000,0.0
33,2022-12-02T09:00:00.000000000,0.0
34,2022-12-02T10:00:00.000000000,0.0
35,2022-12-02T11:00:00.000000000,0.0
36,2022-12-02T12:00:00.000000000,0.0
37,2022-12-02T13:00:00.000000000,0.0
38,2022-12-02T14:00:00.000000000,0.0
39,2022-12-02T15:00:00.000000000,0.0
40,2022-12-02T16:00:00.000000000,0.0
41,2022-12-02T17:00:00.000000000,0.0
42,2022-12-02T18:00:00.000000000,0.0
43,2022-12-02T19:00:00.000000000,0.0
44,2022-12-02T20:00:00.000000000,0.0
45,2022-12-02T21:00:00.000000000,0.0
46,2022-12-02T22:00:00.000000000,6848.0
47,2022-12-02T23:00:00.000000000,224896.0
48,2022-12-03T00:00:00.000000000,521920.0
49,2022-12-03T01:00:00.000000000,673408.0
50,2022-12-03T02:00:00.000000000,1012096.0
51,2022-12-03T03:00:00.000000000,1040832.0
52,2022-12-03T04:00:00.000000000,989760.0
53,2022-12-03T05:00:00.000000000,877312.0
54,2022-12-03T06:00:00.000000000,407616.0
55,2022-12-03T07:00:00.000000000,46656.0
