,0,1
0,2022-04-01T00:00:00.000000000,1665088.0
1,2022-04-01T01:00:00.000000000,2294528.0
2,2022-04-01T02:00:00.000000000,2773248.0
3,2022-04-01T03:00:00.000000000,2867200.0
4,2022-04-01T04:00:00.000000000,2806464.0
5,2022-04-01T05:00:00.000000000,2223104.0
6,2022-04-01T06:00:00.000000000,1648320.0
7,2022-04-01T07:00:00.000000000,943488.0
8,2022-04-01T08:00:00.000000000,375232.0
9,2022-04-01T09:00:00.000000000,58176.0
10,2022-04-01T10:00:00.000000000,0.0
11,2022-04-01T11:00:00.000000000,0.0
12,2022-04-01T12:00:00.000000000,0.0
13,2022-04-01T13:00:00.000000000,0.0
14,2022-04-01T14:00:00.000000000,0.0
15,2022-04-01T15:00:00.000000000,0.0
16,2022-04-01T16:00:00.000000000,0.0
17,2022-04-01T17:00:00.000000000,0.0
18,2022-04-01T18:00:00.000000000,0.0
19,2022-04-01T19:00:00.000000000,0.0
20,2022-04-01T20:00:00.000000000,0.0
21,2022-04-01T21:00:00.000000000,149312.0
22,2022-04-01T22:00:00.000000000,742976.0
23,2022-04-01T23:00:00.000000000,1446144.0
24,2022-04-02T00:00:00.000000000,2072960.0
25,2022-04-02T01:00:00.000000000,2471360.0
26,2022-04-02T02:00:00.000000000,2627008.0
27,2022-04-02T03:00:00.000000000,2496704.0
28,2022-04-02T04:00:00.000000000,2456128.0
29,2022-04-02T05:00:00.000000000,2127616.0
30,2022-04-02T06:00:00.000000000,1607104.0
31,2022-04-02T07:00:00.000000000,1140736.0
32,2022-04-02T08:00:00.000000000,576320.0
33,2022-04-02T09:00:00.000000000,101696.0
34,2022-04-02T10:00:00.000000000,0.0
35,2022-04-02T11:00:00.000000000,0.0
36,2022-04-02T12:00:00.000000000,0.0
37,2022-04-02T13:00:00.000000000,0.0
38,2022-04-02T14:00:00.000000000,0.0
39,2022-04-02T15:00:00.000000000,0.0
40,2022-04-02T16:00:00.000000000,0.0
41,2022-04-02T17:00:00.000000000,0.0
42,2022-04-02T18:00:00.000000000,0.0
43,2022-04-02T19:00:00.000000000,0.0
44,2022-04-02T20:00:00.000000000,0.0
45,2022-04-02T21:00:00.000000000,165696.0
46,2022-04-02T22:00:00.000000000,714304.0
47,2022-04-02T23:00:00.000000000,1364736.0
48,2022-04-03T00:00:00.000000000,1923968.0
49,2022-04-03T01:00:00.000000000,2497088.0
50,2022-04-03T02:00:00.000000000,2856512.0
51,2022-04-03T03:00:00.000000000,2965504.0
52,2022-04-03T04:00:00.000000000,2722240.0
53,2022-04-03T05:00:00.000000000,2398976.0
54,2022-04-03T06:00:00.000000000,1869824.0
55,2022-04-03T07:00:00.000000000,1363072.0
56,2022-04-03T08:00:00.000000000,684352.0
57,2022-04-03T09:00:00.000000000,123072.0
58,2022-04-03T10:00:00.000000000,0.0
59,2022-04-03T11:00:00.000000000,0.0
60,2022-04-03T12:00:00.000000000,0.0
61,2022-04-03T13:00:00.000000000,0.0
62,2022-04-03T14:00:00.000000000,0.0
63,2022-04-03T15:00:00.000000000,0.0
64,2022-04-03T16:00:00.000000000,0.0
65,2022-04-03T17:00:00.000000000,0.0
66,2022-04-03T18:00:00.000000000,0.0
67,2022-04-03T19:00:00.000000000,0.0
68,2022-04-03T20:00:00.000000000,0.0
69,2022-04-03T21:00:00.000000000,181952.0
70,2022-04-03T22:00:00.000000000,798720.0
71,2022-04-03T23:00:00.000000000,1497664.0
72,2022-04-04T00:00:00.000000000,2131200.0
73,2022-04-04T01:00:00.000000000,2626240.0
74,2022-04-04T02:00:00.000000000,2936064.0
75,2022-04-04T03:00:00.000000000,3034496.0
76,2022-04-04T04:00:00.000000000,2910272.0
77,2022-04-04T05:00:00.000000000,2574464.0
78,2022-04-04T06:00:00.000000000,2058816.0
79,2022-04-04T07:00:00.000000000,1413056.0
80,2022-04-04T08:00:00.000000000,715840.0
81,2022-04-04T09:00:00.000000000,133888.0
82,2022-04-04T10:00:00.000000000,0.0
83,2022-04-04T11:00:00.000000000,0.0
84,2022-04-04T12:00:00.000000000,0.0
