,0,1
0,2022-03-01T00:00:00.000000000,1366592.0
1,2022-03-01T01:00:00.000000000,1929792.0
2,2022-03-01T02:00:00.000000000,2234432.0
3,2022-03-01T03:00:00.000000000,2165760.0
4,2022-03-01T04:00:00.000000000,2011200.0
5,2022-03-01T05:00:00.000000000,1546944.0
6,2022-03-01T06:00:00.000000000,974720.0
7,2022-03-01T07:00:00.000000000,542592.0
8,2022-03-01T08:00:00.000000000,170176.0
9,2022-03-01T09:00:00.000000000,1024.0
10,2022-03-01T10:00:00.000000000,0.0
11,2022-03-01T11:00:00.000000000,0.0
12,2022-03-01T12:00:00.000000000,0.0
13,2022-03-01T13:00:00.000000000,0.0
14,2022-03-01T14:00:00.000000000,0.0
15,2022-03-01T15:00:00.000000000,0.0
16,2022-03-01T16:00:00.000000000,0.0
17,2022-03-01T17:00:00.000000000,0.0
18,2022-03-01T18:00:00.000000000,0.0
19,2022-03-01T19:00:00.000000000,0.0
20,2022-03-01T20:00:00.000000000,0.0
21,2022-03-01T21:00:00.000000000,0.0
22,2022-03-01T22:00:00.000000000,156544.0
23,2022-03-01T23:00:00.000000000,543744.0
24,2022-03-02T00:00:00.000000000,1268672.0
25,2022-03-02T01:00:00.000000000,1791168.0
26,2022-03-02T02:00:00.000000000,2116608.0
27,2022-03-02T03:00:00.000000000,2320640.0
28,2022-03-02T04:00:00.000000000,2293248.0
29,2022-03-02T05:00:00.000000000,1877248.0
30,2022-03-02T06:00:00.000000000,1285184.0
31,2022-03-02T07:00:00.000000000,809280.0
32,2022-03-02T08:00:00.000000000,244608.0
33,2022-03-02T09:00:00.000000000,1984.0
34,2022-03-02T10:00:00.000000000,0.0
35,2022-03-02T11:00:00.000000000,0.0
36,2022-03-02T12:00:00.000000000,0.0
37,2022-03-02T13:00:00.000000000,0.0
38,2022-03-02T14:00:00.000000000,0.0
39,2022-03-02T15:00:00.000000000,0.0
40,2022-03-02T16:00:00.000000000,0.0
41,2022-03-02T17:00:00.000000000,0.0
42,2022-03-02T18:00:00.000000000,0.0
43,2022-03-02T19:00:00.000000000,0.0
44,2022-03-02T20:00:00.000000000,0.0
45,2022-03-02T21:00:00.000000000,0.0
46,2022-03-02T22:00:00.000000000,209344.0
47,2022-03-02T23:00:00.000000000,832768.0
48,2022-03-03T00:00:00.000000000,1501888.0
49,2022-03-03T01:00:00.000000000,1903424.0
50,2022-03-03T02:00:00.000000000,1756160.0
51,2022-03-03T03:00:00.000000000,1459968.0
